"","year","window","unitid","school_type","program_code","id_candidate","studentid","test_date","time_pt","time_sr","pt_aps","pt_we","pt_wm","score_pt","sr_sqr","sr_cre","sr_ca","score_sr","score_total","performance_pt","performance_sr","performance_tot","mastery","pr_across_pt","pr_across_sr","pr_across_total","pr_within_pt","pt_within_sr","pr_within_total","eaa","sat_tot","sat_m","sat_cr","sat_w","act_tot","sle","gpa","transfer","class","sex","race","parent_edu","dob","major_primary","field_of_study","major_secondary","english","attended_1","attended_2","attended_3","attended_4","effort_pt","effort_sr","engaging_pt","engaging_sr","ls_q1","ls_r1","ls_q2","ls_r2","ls_q3","ls_r3","ls_q4","ls_r4","ls_q5","ls_r5","ls_q6","ls_r6","ls_q7","ls_r7","ls_q8","ls_r8","ls_q9","ls_r9"
"309",2014,"Fall","35011000","0",0,479564,10094392,"2014-10-31 00:00:00","22","27",3,3,4,1082,668,594,677,1370,1226,NA,NA,NA,"Proficient",NA,NA,NA,36,89,71,NA,NA,NA,NA,NA,NA,0,NA,0,2,"2","6","5",NA,"11",1,"34","1",1,1,0,0,"3","2","3","3","1.	During your first year at Queen’s, how often did you analyze the basic elements of an idea, experience, or theory, such as examine a particular case or situation in depth? ","Often","2.	During your first year at Queen’s, how often did you synthesize and organize ideas, information, or experiences into new, more complex interpretations or relationships?","Often","3.	During your first year at Queen’s, how often did you make judgments about the value of information, arguments, or methods, such as examine how others gathered and interpreted data? ","Very often","4.	During your first year at Queen’s, how often did you apply theories or concepts to practical problems or new situations? ","Very often","5.	During your first year at Queen’s, how many courses had a strong emphasis on exploring ideas, information, events and issues for you to make an evaluative judgment?","3-4","6.	During your first year at Queen’s, how many courses had a strong emphasis on applying knowledge and skills to solve problems? ","5-6",NA,NA,NA,NA,NA,NA
"310",2014,"Fall","35011000","0",0,479211,10099987,"2014-10-31 00:00:00","30","29",3,4,4,1125,420,572,458,1012,1069,NA,NA,NA,"Basic",NA,NA,NA,43,24,25,NA,NA,NA,NA,NA,NA,0,NA,0,2,"1","6","4",NA,"11",1,"34","1",1,1,0,0,"3","2","2","1","1.	During your first year at Queen’s, how often did you analyze the basic elements of an idea, experience, or theory, such as examine a particular case or situation in depth? ","Often","2.	During your first year at Queen’s, how often did you synthesize and organize ideas, information, or experiences into new, more complex interpretations or relationships?","Often","3.	During your first year at Queen’s, how often did you make judgments about the value of information, arguments, or methods, such as examine how others gathered and interpreted data? ","Often","4.	During your first year at Queen’s, how often did you apply theories or concepts to practical problems or new situations? ","Often","5.	During your first year at Queen’s, how many courses had a strong emphasis on exploring ideas, information, events and issues for you to make an evaluative judgment?","5-6","6.	During your first year at Queen’s, how many courses had a strong emphasis on applying knowledge and skills to solve problems? ","5-6",NA,NA,NA,NA,NA,NA
"311",2014,"Fall","35011000","0",0,569982,10090532,"2014-10-31 00:00:00","33","27",3,3,3,952,451,618,446,1080,1016,NA,NA,NA,"Basic",NA,NA,NA,10,32,15,NA,NA,NA,NA,NA,NA,0,NA,0,2,"1","2","4",NA,"11",1,"30","0",1,1,0,0,"5","3","4","4","1.	During your first year at Queen’s, how often did you analyze the basic elements of an idea, experience, or theory, such as examine a particular case or situation in depth? ","Often","2.	During your first year at Queen’s, how often did you synthesize and organize ideas, information, or experiences into new, more complex interpretations or relationships?","Often","3.	During your first year at Queen’s, how often did you make judgments about the value of information, arguments, or methods, such as examine how others gathered and interpreted data? ","Sometimes","4.	During your first year at Queen’s, how often did you apply theories or concepts to practical problems or new situations? ","Sometimes","5.	During your first year at Queen’s, how many courses had a strong emphasis on exploring ideas, information, events and issues for you to make an evaluative judgment?","3-4","6.	During your first year at Queen’s, how many courses had a strong emphasis on applying knowledge and skills to solve problems? ","3-4",NA,NA,NA,NA,NA,NA
"312",2014,"Fall","35011000","0",0,569990,10091405,"2014-10-31 00:00:00","32","22",4,4,4,1201,651,618,520,1304,1253,NA,NA,NA,"Proficient",NA,NA,NA,64,79,76,NA,NA,NA,NA,NA,NA,0,NA,0,2,"1","2","4",NA,"11",1,"35","1",1,1,0,0,"2","2","3","2","1.	During your first year at Queen’s, how often did you analyze the basic elements of an idea, experience, or theory, such as examine a particular case or situation in depth? ","Often","2.	During your first year at Queen’s, how often did you synthesize and organize ideas, information, or experiences into new, more complex interpretations or relationships?","Often","3.	During your first year at Queen’s, how often did you make judgments about the value of information, arguments, or methods, such as examine how others gathered and interpreted data? ","Very often","4.	During your first year at Queen’s, how often did you apply theories or concepts to practical problems or new situations? ","Often","5.	During your first year at Queen’s, how many courses had a strong emphasis on exploring ideas, information, events and issues for you to make an evaluative judgment?","3-4","6.	During your first year at Queen’s, how many courses had a strong emphasis on applying knowledge and skills to solve problems? ","3-4",NA,NA,NA,NA,NA,NA
"313",2014,"Fall","35011000","0",0,569991,10102028,"2014-10-31 00:00:00","23","17",3,3,4,1044,451,365,599,913,979,NA,NA,NA,"Basic",NA,NA,NA,28,14,8,NA,NA,NA,NA,NA,NA,0,NA,0,2,"1","6","3",NA,"11",1,"36","1",1,1,0,0,"3","2","5","3","1.	During your first year at Queen’s, how often did you analyze the basic elements of an idea, experience, or theory, such as examine a particular case or situation in depth? ","Often","2.	During your first year at Queen’s, how often did you synthesize and organize ideas, information, or experiences into new, more complex interpretations or relationships?","Often","3.	During your first year at Queen’s, how often did you make judgments about the value of information, arguments, or methods, such as examine how others gathered and interpreted data? ","Sometimes","4.	During your first year at Queen’s, how often did you apply theories or concepts to practical problems or new situations? ","Very often","5.	During your first year at Queen’s, how many courses had a strong emphasis on exploring ideas, information, events and issues for you to make an evaluative judgment?","5-6","6.	During your first year at Queen’s, how many courses had a strong emphasis on applying knowledge and skills to solve problems? ","7 or more",NA,NA,NA,NA,NA,NA
"314",2014,"Fall","35011000","0",0,569994,10091662,"2014-10-31 00:00:00","52","29",3,4,3,1084,477,665,599,1221,1153,NA,NA,NA,"Proficient",NA,NA,NA,39,58,44,NA,NA,NA,NA,NA,NA,0,NA,0,2,"1","6","3",NA,"11",1,"11","1",1,1,0,0,"5","4","5","4","1.	During your first year at Queen’s, how often did you analyze the basic elements of an idea, experience, or theory, such as examine a particular case or situation in depth? ","Often","2.	During your first year at Queen’s, how often did you synthesize and organize ideas, information, or experiences into new, more complex interpretations or relationships?","Often","3.	During your first year at Queen’s, how often did you make judgments about the value of information, arguments, or methods, such as examine how others gathered and interpreted data? ","Very often","4.	During your first year at Queen’s, how often did you apply theories or concepts to practical problems or new situations? ","Very often","5.	During your first year at Queen’s, how many courses had a strong emphasis on exploring ideas, information, events and issues for you to make an evaluative judgment?","3-4","6.	During your first year at Queen’s, how many courses had a strong emphasis on applying knowledge and skills to solve problems? ","3-4",NA,NA,NA,NA,NA,NA
"315",2014,"Fall","35011000","0",0,479566,10094686,"2014-10-31 00:00:00","57","30",3,4,4,1126,572,671,528,1283,1205,NA,NA,NA,"Proficient",NA,NA,NA,47,72,62,NA,NA,NA,NA,NA,NA,0,NA,0,2,"1","6","4",NA,"11",1,"11","1",1,1,0,0,"3","3","3","2","1.	During your first year at Queen’s, how often did you analyze the basic elements of an idea, experience, or theory, such as examine a particular case or situation in depth? ","Sometimes","2.	During your first year at Queen’s, how often did you synthesize and organize ideas, information, or experiences into new, more complex interpretations or relationships?","Often","3.	During your first year at Queen’s, how often did you make judgments about the value of information, arguments, or methods, such as examine how others gathered and interpreted data? ","Sometimes","4.	During your first year at Queen’s, how often did you apply theories or concepts to practical problems or new situations? ","Often","5.	During your first year at Queen’s, how many courses had a strong emphasis on exploring ideas, information, events and issues for you to make an evaluative judgment?","3-4","6.	During your first year at Queen’s, how many courses had a strong emphasis on applying knowledge and skills to solve problems? ","3-4",NA,NA,NA,NA,NA,NA
"316",2014,"Fall","35011000","0",0,480398,10100812,"2014-10-31 00:00:00","20","2",1,2,4,822,382,386,446,796,809,NA,NA,NA,"Below Basic",NA,NA,NA,2,6,1,NA,NA,NA,NA,NA,NA,0,NA,0,2,"1","6","3",NA,"11",1,"11","1",1,1,0,0,"4","3","3","1","1.	During your first year at Queen’s, how often did you analyze the basic elements of an idea, experience, or theory, such as examine a particular case or situation in depth? ","Sometimes","2.	During your first year at Queen’s, how often did you synthesize and organize ideas, information, or experiences into new, more complex interpretations or relationships?","Sometimes","3.	During your first year at Queen’s, how often did you make judgments about the value of information, arguments, or methods, such as examine how others gathered and interpreted data? ","Sometimes","4.	During your first year at Queen’s, how often did you apply theories or concepts to practical problems or new situations? ","Sometimes","5.	During your first year at Queen’s, how many courses had a strong emphasis on exploring ideas, information, events and issues for you to make an evaluative judgment?","1-2","6.	During your first year at Queen’s, how many courses had a strong emphasis on applying knowledge and skills to solve problems? ","1-2",NA,NA,NA,NA,NA,NA
"317",2014,"Fall","35011000","0",0,479141,10099063,"2014-10-31 00:00:00","37","21",4,3,4,1126,509,386,536,958,1042,NA,NA,NA,"Basic",NA,NA,NA,47,18,19,NA,NA,NA,NA,NA,NA,0,NA,0,2,"2","6","5",NA,"11",1,"34","1",1,1,0,0,"4","2","2","2","1.	During your first year at Queen’s, how often did you analyze the basic elements of an idea, experience, or theory, such as examine a particular case or situation in depth? ","Very often","2.	During your first year at Queen’s, how often did you synthesize and organize ideas, information, or experiences into new, more complex interpretations or relationships?","Very often","3.	During your first year at Queen’s, how often did you make judgments about the value of information, arguments, or methods, such as examine how others gathered and interpreted data? ","Very often","4.	During your first year at Queen’s, how often did you apply theories or concepts to practical problems or new situations? ","Very often","5.	During your first year at Queen’s, how many courses had a strong emphasis on exploring ideas, information, events and issues for you to make an evaluative judgment?","3-4","6.	During your first year at Queen’s, how many courses had a strong emphasis on applying knowledge and skills to solve problems? ","5-6",NA,NA,NA,NA,NA,NA
"318",2014,"Fall","35011000","0",0,480382,10086390,"2014-10-31 00:00:00","19","22",4,3,4,1126,625,572,668,1305,1216,NA,NA,NA,"Proficient",NA,NA,NA,47,80,67,NA,NA,NA,NA,NA,NA,0,NA,0,2,"1","6","5",NA,"11",1,"21","1",0,1,0,0,"4","4","4","4","1.	During your first year at Queen’s, how often did you analyze the basic elements of an idea, experience, or theory, such as examine a particular case or situation in depth? ","Very often","2.	During your first year at Queen’s, how often did you synthesize and organize ideas, information, or experiences into new, more complex interpretations or relationships?","Very often","3.	During your first year at Queen’s, how often did you make judgments about the value of information, arguments, or methods, such as examine how others gathered and interpreted data? ","Often","4.	During your first year at Queen’s, how often did you apply theories or concepts to practical problems or new situations? ","Often","5.	During your first year at Queen’s, how many courses had a strong emphasis on exploring ideas, information, events and issues for you to make an evaluative judgment?","1-2","6.	During your first year at Queen’s, how many courses had a strong emphasis on applying knowledge and skills to solve problems? ","5-6",NA,NA,NA,NA,NA,NA
"319",2014,"Fall","35011000","0",0,570094,10090401,"2014-10-31 00:00:00","35","20",4,4,4,1290,567,572,598,1217,1254,NA,NA,NA,"Proficient",NA,NA,NA,84,57,77,NA,NA,NA,NA,NA,NA,0,NA,0,2,"1","6","4",NA,"11",1,"11","1",1,0,0,0,"4","3","4","1","1.	During your first year at Queen’s, how often did you analyze the basic elements of an idea, experience, or theory, such as examine a particular case or situation in depth? ","Sometimes","2.	During your first year at Queen’s, how often did you synthesize and organize ideas, information, or experiences into new, more complex interpretations or relationships?","Often","3.	During your first year at Queen’s, how often did you make judgments about the value of information, arguments, or methods, such as examine how others gathered and interpreted data? ","Sometimes","4.	During your first year at Queen’s, how often did you apply theories or concepts to practical problems or new situations? ","Often","5.	During your first year at Queen’s, how many courses had a strong emphasis on exploring ideas, information, events and issues for you to make an evaluative judgment?","1-2","6.	During your first year at Queen’s, how many courses had a strong emphasis on applying knowledge and skills to solve problems? ","7 or more",NA,NA,NA,NA,NA,NA
"320",2014,"Fall","35011000","0",0,479145,10086158,"2014-10-31 00:00:00","16","18",3,3,3,1014,715,558,668,1377,1196,NA,NA,NA,"Proficient",NA,NA,NA,19,90,56,NA,NA,NA,NA,NA,NA,0,NA,0,2,"1","6","4",NA,"11",1,"34","0",1,1,0,0,"2","3","1","3","1.	During your first year at Queen’s, how often did you analyze the basic elements of an idea, experience, or theory, such as examine a particular case or situation in depth? ","Often","2.	During your first year at Queen’s, how often did you synthesize and organize ideas, information, or experiences into new, more complex interpretations or relationships?","Sometimes","3.	During your first year at Queen’s, how often did you make judgments about the value of information, arguments, or methods, such as examine how others gathered and interpreted data? ","Often","4.	During your first year at Queen’s, how often did you apply theories or concepts to practical problems or new situations? ","Very often","5.	During your first year at Queen’s, how many courses had a strong emphasis on exploring ideas, information, events and issues for you to make an evaluative judgment?","1-2","6.	During your first year at Queen’s, how many courses had a strong emphasis on applying knowledge and skills to solve problems? ","5-6",NA,NA,NA,NA,NA,NA
"321",2014,"Fall","35011000","0",0,479201,10098276,"2014-10-31 00:00:00","22","24",3,3,4,1125,651,502,717,1287,1206,NA,NA,NA,"Proficient",NA,NA,NA,43,75,63,NA,NA,NA,NA,NA,NA,0,NA,0,2,"2","6","4",NA,"11",1,"34","1",1,1,0,0,"5","4","4","4","1.	During your first year at Queen’s, how often did you analyze the basic elements of an idea, experience, or theory, such as examine a particular case or situation in depth? ","Sometimes","2.	During your first year at Queen’s, how often did you synthesize and organize ideas, information, or experiences into new, more complex interpretations or relationships?","Often","3.	During your first year at Queen’s, how often did you make judgments about the value of information, arguments, or methods, such as examine how others gathered and interpreted data? ","Often","4.	During your first year at Queen’s, how often did you apply theories or concepts to practical problems or new situations? ","Often","5.	During your first year at Queen’s, how many courses had a strong emphasis on exploring ideas, information, events and issues for you to make an evaluative judgment?","1-2","6.	During your first year at Queen’s, how many courses had a strong emphasis on applying knowledge and skills to solve problems? ","3-4",NA,NA,NA,NA,NA,NA
"322",2014,"Fall","35011000","0",0,570089,10091057,"2014-10-31 00:00:00","43","29",3,3,4,1084,651,508,627,1250,1167,NA,NA,NA,"Proficient",NA,NA,NA,39,63,49,NA,NA,NA,NA,NA,NA,0,NA,0,2,"1","6","5",NA,"11",1,"36","1",1,0,0,0,"3","3","3","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"323",2014,"Fall","35011000","0",0,570093,10052770,"2014-10-31 00:00:00","50","17",4,4,4,1164,535,594,808,1307,1236,NA,NA,NA,"Proficient",NA,NA,NA,52,81,73,NA,NA,NA,NA,NA,NA,0,NA,0,2,"2","7","4",NA,"11",1,"34","1",1,1,0,0,"3","2","1","1","1.	During your first year at Queen’s, how often did you analyze the basic elements of an idea, experience, or theory, such as examine a particular case or situation in depth? ","Very often","2.	During your first year at Queen’s, how often did you synthesize and organize ideas, information, or experiences into new, more complex interpretations or relationships?","Very often","3.	During your first year at Queen’s, how often did you make judgments about the value of information, arguments, or methods, such as examine how others gathered and interpreted data? ","Often","4.	During your first year at Queen’s, how often did you apply theories or concepts to practical problems or new situations? ","Often","5.	During your first year at Queen’s, how many courses had a strong emphasis on exploring ideas, information, events and issues for you to make an evaluative judgment?","3-4","6.	During your first year at Queen’s, how many courses had a strong emphasis on applying knowledge and skills to solve problems? ","5-6",NA,NA,NA,NA,NA,NA
"324",2014,"Fall","35011000","0",0,570106,10029341,"2014-10-31 00:00:00","27","20",4,4,4,1230,567,594,446,1166,1198,NA,NA,NA,"Proficient",NA,NA,NA,70,44,58,NA,NA,NA,NA,NA,NA,0,NA,0,2,"2","6","4",NA,"11",1,"34","1",1,1,0,0,"3","3","3","2","1.	During your first year at Queen’s, how often did you analyze the basic elements of an idea, experience, or theory, such as examine a particular case or situation in depth? ","Often","2.	During your first year at Queen’s, how often did you synthesize and organize ideas, information, or experiences into new, more complex interpretations or relationships?","Often","3.	During your first year at Queen’s, how often did you make judgments about the value of information, arguments, or methods, such as examine how others gathered and interpreted data? ","Often","4.	During your first year at Queen’s, how often did you apply theories or concepts to practical problems or new situations? ","Often","5.	During your first year at Queen’s, how many courses had a strong emphasis on exploring ideas, information, events and issues for you to make an evaluative judgment?","1-2","6.	During your first year at Queen’s, how many courses had a strong emphasis on applying knowledge and skills to solve problems? ","3-4",NA,NA,NA,NA,NA,NA
"325",2014,"Fall","35011000","0",0,480366,10086654,"2014-10-31 00:00:00","37","11",5,5,5,1379,535,479,442,1026,1203,NA,NA,NA,"Proficient",NA,NA,NA,96,25,61,NA,NA,NA,NA,NA,NA,0,NA,0,2,"1","6","5",NA,"11",1,"36","1",1,1,0,0,"4","4","4","2","1.	During your first year at Queen’s, how often did you analyze the basic elements of an idea, experience, or theory, such as examine a particular case or situation in depth? ","Sometimes","2.	During your first year at Queen’s, how often did you synthesize and organize ideas, information, or experiences into new, more complex interpretations or relationships?","Often","3.	During your first year at Queen’s, how often did you make judgments about the value of information, arguments, or methods, such as examine how others gathered and interpreted data? ","Often","4.	During your first year at Queen’s, how often did you apply theories or concepts to practical problems or new situations? ","Often","5.	During your first year at Queen’s, how many courses had a strong emphasis on exploring ideas, information, events and issues for you to make an evaluative judgment?","1-2","6.	During your first year at Queen’s, how many courses had a strong emphasis on applying knowledge and skills to solve problems? ","1-2",NA,NA,NA,NA,NA,NA
"326",2014,"Fall","35011000","0",0,570105,10097735,"2014-10-31 00:00:00","28","25",3,3,3,1038,567,479,627,1143,1091,NA,NA,NA,"Basic",NA,NA,NA,22,39,30,NA,NA,NA,NA,NA,NA,0,NA,0,2,"1","6","4",NA,"11",1,"34","1",1,1,0,0,"3","3","1","3","1.	During your first year at Queen’s, how often did you analyze the basic elements of an idea, experience, or theory, such as examine a particular case or situation in depth? ","Very often","2.	During your first year at Queen’s, how often did you synthesize and organize ideas, information, or experiences into new, more complex interpretations or relationships?","Often","3.	During your first year at Queen’s, how often did you make judgments about the value of information, arguments, or methods, such as examine how others gathered and interpreted data? ","Often","4.	During your first year at Queen’s, how often did you apply theories or concepts to practical problems or new situations? ","Often","5.	During your first year at Queen’s, how many courses had a strong emphasis on exploring ideas, information, events and issues for you to make an evaluative judgment?","7 or more","6.	During your first year at Queen’s, how many courses had a strong emphasis on applying knowledge and skills to solve problems? ","7 or more",NA,NA,NA,NA,NA,NA
"327",2014,"Fall","35011000","0",0,479509,10094519,"2014-10-31 00:00:00","7","19",2,3,3,909,620,479,388,1081,995,NA,NA,NA,"Basic",NA,NA,NA,7,34,11,NA,NA,NA,NA,NA,NA,0,NA,0,2,"1","6","4",NA,"11",1,"34","1",1,1,0,0,"3","3","2","2","1.	During your first year at Queen’s, how often did you analyze the basic elements of an idea, experience, or theory, such as examine a particular case or situation in depth? ","Often","2.	During your first year at Queen’s, how often did you synthesize and organize ideas, information, or experiences into new, more complex interpretations or relationships?","Often","3.	During your first year at Queen’s, how often did you make judgments about the value of information, arguments, or methods, such as examine how others gathered and interpreted data? ","Often","4.	During your first year at Queen’s, how often did you apply theories or concepts to practical problems or new situations? ","Often","5.	During your first year at Queen’s, how many courses had a strong emphasis on exploring ideas, information, events and issues for you to make an evaluative judgment?","1-2","6.	During your first year at Queen’s, how many courses had a strong emphasis on applying knowledge and skills to solve problems? ","1-2",NA,NA,NA,NA,NA,NA
"328",2014,"Fall","35011000","0",0,480371,10086403,"2014-10-31 00:00:00","39","30",4,4,4,1193,567,731,528,1335,1264,NA,NA,NA,"Proficient",NA,NA,NA,60,86,80,NA,NA,NA,NA,NA,NA,0,NA,0,2,"1","6","5",NA,"11",1,"6","1",0,1,0,0,"3","3","3","3","1.	During your first year at Queen’s, how often did you analyze the basic elements of an idea, experience, or theory, such as examine a particular case or situation in depth? ","Often","2.	During your first year at Queen’s, how often did you synthesize and organize ideas, information, or experiences into new, more complex interpretations or relationships?","Often","3.	During your first year at Queen’s, how often did you make judgments about the value of information, arguments, or methods, such as examine how others gathered and interpreted data? ","Sometimes","4.	During your first year at Queen’s, how often did you apply theories or concepts to practical problems or new situations? ","Often","5.	During your first year at Queen’s, how many courses had a strong emphasis on exploring ideas, information, events and issues for you to make an evaluative judgment?","3-4","6.	During your first year at Queen’s, how many courses had a strong emphasis on applying knowledge and skills to solve problems? ","3-4",NA,NA,NA,NA,NA,NA
"329",2014,"Fall","35011000","0",0,570101,10091233,"2014-10-31 00:00:00","19","6",3,3,3,1044,451,479,442,947,996,NA,NA,NA,"Basic",NA,NA,NA,28,16,12,NA,NA,NA,NA,NA,NA,0,NA,0,2,"1","6","5",NA,"11",1,"34","1",1,1,0,0,"3","2","4","3","1.	During your first year at Queen’s, how often did you analyze the basic elements of an idea, experience, or theory, such as examine a particular case or situation in depth? ","Sometimes","2.	During your first year at Queen’s, how often did you synthesize and organize ideas, information, or experiences into new, more complex interpretations or relationships?","Often","3.	During your first year at Queen’s, how often did you make judgments about the value of information, arguments, or methods, such as examine how others gathered and interpreted data? ","Sometimes","4.	During your first year at Queen’s, how often did you apply theories or concepts to practical problems or new situations? ","Very often","5.	During your first year at Queen’s, how many courses had a strong emphasis on exploring ideas, information, events and issues for you to make an evaluative judgment?","5-6","6.	During your first year at Queen’s, how many courses had a strong emphasis on applying knowledge and skills to solve problems? ","7 or more",NA,NA,NA,NA,NA,NA
"330",2014,"Fall","35011000","0",0,480939,10084017,"2014-10-31 00:00:00","38","24",5,4,5,1342,625,568,598,1268,1305,NA,NA,NA,"Proficient",NA,NA,NA,93,66,92,NA,NA,NA,NA,NA,NA,0,NA,0,2,"2","6","3",NA,"11",1,"34","1",1,1,0,0,"4","4","4","3","1.	During your first year at Queen’s, how often did you analyze the basic elements of an idea, experience, or theory, such as examine a particular case or situation in depth? ","Often","2.	During your first year at Queen’s, how often did you synthesize and organize ideas, information, or experiences into new, more complex interpretations or relationships?","Often","3.	During your first year at Queen’s, how often did you make judgments about the value of information, arguments, or methods, such as examine how others gathered and interpreted data? ","Sometimes","4.	During your first year at Queen’s, how often did you apply theories or concepts to practical problems or new situations? ","Sometimes","5.	During your first year at Queen’s, how many courses had a strong emphasis on exploring ideas, information, events and issues for you to make an evaluative judgment?","3-4","6.	During your first year at Queen’s, how many courses had a strong emphasis on applying knowledge and skills to solve problems? ","3-4",NA,NA,NA,NA,NA,NA
"331",2014,"Fall","35011000","0",0,570127,10090510,"2014-10-31 00:00:00","55","23",3,3,3,1006,620,618,520,1275,1141,NA,NA,NA,"Proficient",NA,NA,NA,16,70,40,NA,NA,NA,NA,NA,NA,0,NA,0,2,"1","6","4",NA,"11",1,"34","1",1,1,0,0,"2","3","2","3","1.	During your first year at Queen’s, how often did you analyze the basic elements of an idea, experience, or theory, such as examine a particular case or situation in depth? ","Often","2.	During your first year at Queen’s, how often did you synthesize and organize ideas, information, or experiences into new, more complex interpretations or relationships?","Often","3.	During your first year at Queen’s, how often did you make judgments about the value of information, arguments, or methods, such as examine how others gathered and interpreted data? ","Often","4.	During your first year at Queen’s, how often did you apply theories or concepts to practical problems or new situations? ","Often","5.	During your first year at Queen’s, how many courses had a strong emphasis on exploring ideas, information, events and issues for you to make an evaluative judgment?","1-2","6.	During your first year at Queen’s, how many courses had a strong emphasis on applying knowledge and skills to solve problems? ","1-2",NA,NA,NA,NA,NA,NA
"332",2014,"Fall","35011000","0",0,480409,10100617,"2014-10-31 00:00:00","18","7",2,3,4,1006,420,258,536,753,880,NA,NA,NA,"Below Basic",NA,NA,NA,16,2,3,NA,NA,NA,NA,NA,NA,0,NA,0,2,"1","7","4",NA,"11",1,"34","1",0,1,0,0,"2","2","2","1","1.	During your first year at Queen’s, how often did you analyze the basic elements of an idea, experience, or theory, such as examine a particular case or situation in depth? ","Very often","2.	During your first year at Queen’s, how often did you synthesize and organize ideas, information, or experiences into new, more complex interpretations or relationships?","Very often","3.	During your first year at Queen’s, how often did you make judgments about the value of information, arguments, or methods, such as examine how others gathered and interpreted data? ","Very often","4.	During your first year at Queen’s, how often did you apply theories or concepts to practical problems or new situations? ","Very often","5.	During your first year at Queen’s, how many courses had a strong emphasis on exploring ideas, information, events and issues for you to make an evaluative judgment?","7 or more","6.	During your first year at Queen’s, how many courses had a strong emphasis on applying knowledge and skills to solve problems? ","7 or more",NA,NA,NA,NA,NA,NA
"333",2014,"Fall","35011000","0",0,570099,10048455,"2014-10-31 00:00:00","4","11",2,1,2,606,429,273,536,776,691,NA,NA,NA,"Below Basic",NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,0,NA,0,2,"1","2","5",NA,"11",1,"34","1",0,0,0,0,"1","3","2","2","1.	During your first year at Queen’s, how often did you analyze the basic elements of an idea, experience, or theory, such as examine a particular case or situation in depth? ","Never","2.	During your first year at Queen’s, how often did you synthesize and organize ideas, information, or experiences into new, more complex interpretations or relationships?","Never","3.	During your first year at Queen’s, how often did you make judgments about the value of information, arguments, or methods, such as examine how others gathered and interpreted data? ","Never","4.	During your first year at Queen’s, how often did you apply theories or concepts to practical problems or new situations? ","Never","5.	During your first year at Queen’s, how many courses had a strong emphasis on exploring ideas, information, events and issues for you to make an evaluative judgment?","7 or more","6.	During your first year at Queen’s, how many courses had a strong emphasis on applying knowledge and skills to solve problems? ","7 or more",NA,NA,NA,NA,NA,NA
"334",2014,"Fall","35011000","0",0,570095,10095441,"2014-10-31 00:00:00","55","30",4,4,4,1298,509,568,364,1048,1173,NA,NA,NA,"Proficient",NA,NA,NA,87,29,53,NA,NA,NA,NA,NA,NA,0,NA,0,2,"1","2","3",NA,"11",1,"34","0",1,1,0,0,"4","4","2","1","1.	During your first year at Queen’s, how often did you analyze the basic elements of an idea, experience, or theory, such as examine a particular case or situation in depth? ","Often","2.	During your first year at Queen’s, how often did you synthesize and organize ideas, information, or experiences into new, more complex interpretations or relationships?","Often","3.	During your first year at Queen’s, how often did you make judgments about the value of information, arguments, or methods, such as examine how others gathered and interpreted data? ","Often","4.	During your first year at Queen’s, how often did you apply theories or concepts to practical problems or new situations? ","Often","5.	During your first year at Queen’s, how many courses had a strong emphasis on exploring ideas, information, events and issues for you to make an evaluative judgment?","1-2","6.	During your first year at Queen’s, how many courses had a strong emphasis on applying knowledge and skills to solve problems? ","7 or more",NA,NA,NA,NA,NA,NA
"335",2014,"Fall","35011000","0",0,570103,10113718,"2014-10-31 00:00:00","36","25",2,3,3,939,509,618,717,1263,1101,NA,NA,NA,"Proficient",NA,NA,NA,9,64,33,NA,NA,NA,NA,NA,NA,0,NA,0,2,"1","7","4",NA,"11",1,"34","1",1,1,0,0,"3","3","3","2","1.	During your first year at Queen’s, how often did you analyze the basic elements of an idea, experience, or theory, such as examine a particular case or situation in depth? ","Very often","2.	During your first year at Queen’s, how often did you synthesize and organize ideas, information, or experiences into new, more complex interpretations or relationships?","Often","3.	During your first year at Queen’s, how often did you make judgments about the value of information, arguments, or methods, such as examine how others gathered and interpreted data? ","Often","4.	During your first year at Queen’s, how often did you apply theories or concepts to practical problems or new situations? ","Often","5.	During your first year at Queen’s, how many courses had a strong emphasis on exploring ideas, information, events and issues for you to make an evaluative judgment?","3-4","6.	During your first year at Queen’s, how many courses had a strong emphasis on applying knowledge and skills to solve problems? ","5-6",NA,NA,NA,NA,NA,NA
"336",2014,"Fall","35011000","0",0,570098,10064116,"2014-10-31 00:00:00","52","17",5,6,5,1501,567,618,717,1317,1409,NA,NA,NA,"Advanced",NA,NA,NA,99,84,100,NA,NA,NA,NA,NA,NA,0,NA,0,2,"1","6","5",NA,"11",1,"36","1",1,1,0,0,"5","2","3","1","1.	During your first year at Queen’s, how often did you analyze the basic elements of an idea, experience, or theory, such as examine a particular case or situation in depth? ","Very often","2.	During your first year at Queen’s, how often did you synthesize and organize ideas, information, or experiences into new, more complex interpretations or relationships?","Very often","3.	During your first year at Queen’s, how often did you make judgments about the value of information, arguments, or methods, such as examine how others gathered and interpreted data? ","Often",NA,NA,"5.	During your first year at Queen’s, how many courses had a strong emphasis on exploring ideas, information, events and issues for you to make an evaluative judgment?","3-4","6.	During your first year at Queen’s, how many courses had a strong emphasis on applying knowledge and skills to solve problems? ","5-6",NA,NA,NA,NA,NA,NA
